signal,condition,load,mode,buffer_size,overload,retained,CR,snr_db,snr_saturated,pnr_orig_db,pnr_db,pnr_loss,amp_error_pct,diagnosable
B021_1,ball,1,IE,256,20,855,14.0351,-2.6081,0,8.638,9.951,-1.313,18.297,1
B021_1,ball,1,VW,256,20,855,14.0351,-1.6903,0,8.638,2.577,6.061,89.921,0
B021_1,ball,1,DROP,256,20,855,14.0351,-1.7377,0,8.638,3.973,4.665,99.14,0
B021_1,ball,1,IE_ORACLE,256,20,855,14.0351,-2.5893,0,8.638,10.546,-1.908,4.948,1
B021_1,ball,1,LTTB,256,20,855,14.0351,-2.7547,0,8.638,6.344,2.294,92.481,1
B021_1,ball,1,SDT,256,20,855,14.0351,1.2145,0,8.638,5.747,2.891,48.829,0
B021_1,ball,1,SDT_BOUNDED,256,20,793,15.1324,0.3188,0,8.638,4.542,4.096,55.012,0
B021_1,ball,1,IE,256,50,495,24.2424,-5.2218,0,8.638,4.139,4.499,65.483,0
B021_1,ball,1,VW,256,50,495,24.2424,-2.5967,0,8.638,7.472,1.166,91.526,0
B021_1,ball,1,DROP,256,50,495,24.2424,-2.4951,0,8.638,4.188,4.45,99.865,0
B021_1,ball,1,IE_ORACLE,256,50,495,24.2424,-4.6498,0,8.638,6.384,2.254,51.68,1
B021_1,ball,1,LTTB,256,50,495,24.2424,-3.4949,0,8.638,7.268,1.37,92.057,0
B021_1,ball,1,SDT,256,50,493,24.3408,-0.0062,0,8.638,3.515,5.123,68.272,0
B021_1,ball,1,SDT_BOUNDED,256,50,483,24.8447,-0.0898,0,8.638,4.004,4.634,66.609,0
B021_1,ball,1,IE,512,5,2911,4.1223,2.8293,0,8.638,8.356,0.282,9.545,1
B021_1,ball,1,VW,512,5,2911,4.1223,2.1711,0,8.638,9.721,-1.083,16.314,1
B021_1,ball,1,DROP,512,5,2911,4.1223,-1.0483,0,8.638,7.534,1.104,92.626,1
B021_1,ball,1,IE_ORACLE,512,5,2911,4.1223,3.2126,0,8.638,9.169,-0.531,19.656,1
B021_1,ball,1,LTTB,512,5,2911,4.1223,-0.7256,0,8.638,6.448,2.19,80.872,1
B021_1,ball,1,SDT,512,5,2913,4.1195,3.9494,0,8.638,11.474,-2.836,29.867,1
B021_1,ball,1,SDT_BOUNDED,512,5,2911,4.1223,3.9466,0,8.638,11.502,-2.864,29.912,1
B021_1,ball,1,IE,512,10,1711,7.0134,-0.212,0,8.638,11.926,-3.288,11.123,1
B021_1,ball,1,VW,512,10,1711,7.0134,-0.1589,0,8.638,6.945,1.693,58.425,1
B021_1,ball,1,DROP,512,10,1711,7.0134,-1.7654,0,8.638,7.147,1.491,97.945,1
B021_1,ball,1,IE_ORACLE,512,10,1711,7.0134,0.2967,0,8.638,11.319,-2.681,19.668,1
B021_1,ball,1,LTTB,512,10,1711,7.0134,-1.7884,0,8.638,6.427,2.211,84.473,1
B021_1,ball,1,SDT,512,10,1710,7.0175,2.436,0,8.638,10.884,-2.246,0.498,1
B021_1,ball,1,SDT_BOUNDED,512,10,1710,7.0175,2.436,0,8.638,10.884,-2.246,0.498,1
B021_1,ball,1,IE,512,20,1111,10.8011,-2.0314,0,8.638,11.406,-2.768,1.982,1
B021_1,ball,1,VW,512,20,1111,10.8011,-1.2118,0,8.638,2.339,6.299,82.746,0
B021_1,ball,1,DROP,512,20,1111,10.8011,-1.5878,0,8.638,0.877,7.761,99.256,0
B021_1,ball,1,IE_ORACLE,512,20,1111,10.8011,-1.4038,0,8.638,11.9,-3.262,4.191,1
B021_1,ball,1,LTTB,512,20,1111,10.8011,-2.3307,0,8.638,7.98,0.658,89.871,0
B021_1,ball,1,SDT,512,20,1112,10.7914,1.521,0,8.638,7.204,1.434,36.908,1
B021_1,ball,1,SDT_BOUNDED,512,20,1110,10.8108,1.5015,0,8.638,7.032,1.606,36.503,1
B021_1,ball,1,IE,512,50,751,15.9787,-3.2291,0,8.638,7.725,0.913,35.245,1
B021_1,ball,1,VW,512,50,751,15.9787,-1.9635,0,8.638,1.175,7.463,89.251,0
B021_1,ball,1,DROP,512,50,751,15.9787,-1.8485,0,8.638,0.707,7.931,99.571,0
B021_1,ball,1,IE_ORACLE,512,50,751,15.9787,-2.7824,0,8.638,9.402,-0.764,15.894,1
B021_1,ball,1,LTTB,512,50,751,15.9787,-2.8556,0,8.638,4.097,4.541,94.786,0
B021_1,ball,1,SDT,512,50,751,15.9787,0.6676,0,8.638,5.54,3.098,52.187,0
B021_1,ball,1,SDT_BOUNDED,512,50,751,15.9787,0.6676,0,8.638,5.54,3.098,52.187,0
B021_2,ball,2,IE,128,5,2527,4.7487,1.1905,0,7.324,10.159,-2.835,42.03,1
B021_2,ball,2,VW,128,5,2527,4.7487,0.4624,0,7.324,10.187,-2.863,9.493,1
B021_2,ball,2,DROP,128,5,2527,4.7487,-0.786,0,7.324,8.105,-0.781,90.268,1
B021_2,ball,2,IE_ORACLE,128,5,2527,4.7487,1.2831,0,7.324,8.729,-1.405,31.609,1
B021_2,ball,2,LTTB,128,5,2527,4.7487,-0.6949,0,7.324,5.724,1.6,82.376,0
B021_2,ball,2,SDT,128,5,2529,4.745,1.581,0,7.324,7.948,-0.624,26.67,1
B021_2,ball,2,SDT_BOUNDED,128,5,2488,4.8232,1.4408,0,7.324,7.89,-0.566,31.384,1
B021_2,ball,2,IE,128,10,1327,9.043,-1.5398,0,7.324,10.822,-3.498,22.887,1
B021_2,ball,2,VW,128,10,1327,9.043,-1.5441,0,7.324,3.899,3.425,75.439,0
B021_2,ball,2,DROP,128,10,1327,9.043,-1.8843,0,7.324,3.26,4.064,98.506,0
B021_2,ball,2,IE_ORACLE,128,10,1327,9.043,-1.8491,0,7.324,11.0,-3.676,29.765,1
B021_2,ball,2,LTTB,128,10,1327,9.043,-1.9246,0,7.324,9.04,-1.716,83.423,1
B021_2,ball,2,SDT,128,10,1326,9.0498,0.0069,0,7.324,12.057,-4.733,32.228,1
B021_2,ball,2,SDT_BOUNDED,128,10,1300,9.2308,-0.1132,0,7.324,11.441,-4.117,29.42,1
B021_2,ball,2,IE,128,20,727,16.5062,-3.4492,0,7.324,10.013,-2.689,10.238,1
B021_2,ball,2,VW,128,20,727,16.5062,-2.3714,0,7.324,4.165,3.159,89.615,0
B021_2,ball,2,DROP,128,20,727,16.5062,-1.5132,0,7.324,4.915,2.409,98.613,0
B021_2,ball,2,IE_ORACLE,128,20,727,16.5062,-3.5311,0,7.324,11.374,-4.05,34.512,1
B021_2,ball,2,LTTB,128,20,727,16.5062,-2.7587,0,7.324,5.42,1.904,90.387,0
B021_2,ball,2,SDT,128,20,727,16.5062,-0.5741,0,7.324,13.299,-5.975,6.77,1
B021_2,ball,2,SDT_BOUNDED,128,20,706,16.9972,-0.6773,0,7.324,12.842,-5.518,3.055,1
B021_2,ball,2,IE,128,50,367,32.6975,-4.9185,0,7.324,14.024,-6.7,23.86,1
B021_2,ball,2,VW,128,50,367,32.6975,-3.22,0,7.324,6.021,1.303,92.219,0
B021_2,ball,2,DROP,128,50,367,32.6975,-2.2041,0,7.324,0.394,6.93,99.889,0
B021_2,ball,2,IE_ORACLE,128,50,367,32.6975,-5.4596,0,7.324,11.896,-4.572,7.654,1
B021_2,ball,2,LTTB,128,50,367,32.6975,-3.7385,0,7.324,4.062,3.262,94.25,0
B021_2,ball,2,SDT,128,50,368,32.6087,-1.3252,0,7.324,10.144,-2.82,50.975,1
B021_2,ball,2,SDT_BOUNDED,128,50,362,33.1492,-1.3811,0,7.324,10.135,-2.811,51.063,1
B021_2,ball,2,IE,256,5,2655,4.5198,1.3463,0,7.324,9.814,-2.49,31.791,1
B021_2,ball,2,VW,256,5,2655,4.5198,0.6209,0,7.324,9.304,-1.98,6.005,1
B021_2,ball,2,DROP,256,5,2655,4.5198,-0.7531,0,7.324,1.196,6.128,94.766,0
B021_2,ball,2,IE_ORACLE,256,5,2655,4.5198,1.6112,0,7.324,8.845,-1.521,27.641,1
B021_2,ball,2,LTTB,256,5,2655,4.5198,-0.4473,0,7.324,8.828,-1.504,75.012,1
B021_2,ball,2,SDT,256,5,2655,4.5198,1.703,0,7.324,8.301,-0.977,31.478,1
B021_2,ball,2,SDT_BOUNDED,256,5,2620,4.5802,1.6091,0,7.324,8.633,-1.309,32.605,1
B021_2,ball,2,IE,256,10,1455,8.2474,-1.6112,0,7.324,10.588,-3.264,21.053,1
B021_2,ball,2,VW,256,10,1455,8.2474,-1.3567,0,7.324,7.661,-0.337,66.539,1
B021_2,ball,2,DROP,256,10,1455,8.2474,-1.8716,0,7.324,5.957,1.367,97.744,0
B021_2,ball,2,IE_ORACLE,256,10,1455,8.2474,-1.5587,0,7.324,10.196,-2.872,26.259,1
B021_2,ball,2,LTTB,256,10,1455,8.2474,-1.8266,0,7.324,5.865,1.459,84.124,0
B021_2,ball,2,SDT,256,10,1457,8.2361,0.2003,0,7.324,12.585,-5.261,36.87,1
B021_2,ball,2,SDT_BOUNDED,256,10,1429,8.3975,0.0697,0,7.324,11.744,-4.42,28.109,1
B021_2,ball,2,IE,256,20,855,14.0351,-3.1541,0,7.324,10.365,-3.041,4.665,1
B021_2,ball,2,VW,256,20,855,14.0351,-2.1138,0,7.324,3.243,4.081,90.212,0
B021_2,ball,2,DROP,256,20,855,14.0351,-1.6101,0,7.324,3.37,3.954,98.802,0
B021_2,ball,2,IE_ORACLE,256,20,855,14.0351,-3.0666,0,7.324,11.211,-3.887,35.29,1
B021_2,ball,2,LTTB,256,20,855,14.0351,-2.7182,0,7.324,7.381,-0.057,89.651,1
B021_2,ball,2,SDT,256,20,856,14.0187,-0.3893,0,7.324,13.171,-5.847,19.169,1
B021_2,ball,2,SDT_BOUNDED,256,20,850,14.1176,-0.4113,0,7.324,13.216,-5.892,18.353,1
B021_2,ball,2,IE,256,50,495,24.2424,-4.4056,0,7.324,11.131,-3.807,2.649,1
B021_2,ball,2,VW,256,50,495,24.2424,-2.8581,0,7.324,6.586,0.738,93.328,0
B021_2,ball,2,DROP,256,50,495,24.2424,-2.1458,0,7.324,10.007,-2.683,99.782,0
B021_2,ball,2,IE_ORACLE,256,50,495,24.2424,-4.2381,0,7.324,10.863,-3.539,9.833,1
B021_2,ball,2,LTTB,256,50,495,24.2424,-3.3962,0,7.324,4.434,2.89,92.498,0
B021_2,ball,2,SDT,256,50,495,24.2424,-1.241,0,7.324,12.113,-4.789,31.189,1
B021_2,ball,2,SDT_BOUNDED,256,50,491,24.4399,-1.2534,0,7.324,12.54,-5.216,35.022,1
B021_2,ball,2,IE,512,5,2911,4.1223,1.7207,0,7.324,9.519,-2.195,30.273,1
B021_2,ball,2,VW,512,5,2911,4.1223,0.9774,0,7.324,10.364,-3.04,5.727,1
B021_2,ball,2,DROP,512,5,2911,4.1223,-0.7005,0,7.324,6.045,1.279,92.247,1
B021_2,ball,2,IE_ORACLE,512,5,2911,4.1223,2.2483,0,7.324,7.803,-0.479,22.14,1
B021_2,ball,2,LTTB,512,5,2911,4.1223,-0.1186,0,7.324,6.744,0.58,75.028,1
B021_2,ball,2,SDT,512,5,2909,4.1251,2.0528,0,7.324,7.984,-0.66,26.078,1
B021_2,ball,2,SDT_BOUNDED,512,5,2887,4.1566,1.9568,0,7.324,7.459,-0.135,22.552,1
B021_2,ball,2,IE,512,10,1711,7.0134,-0.9006,0,7.324,9.729,-2.405,12.84,1
B021_2,ball,2,VW,512,10,1711,7.0134,-1.0709,0,7.324,8.997,-1.673,54.546,1
B021_2,ball,2,DROP,512,10,1711,7.0134,-1.8571,0,7.324,6.661,0.663,97.596,1
B021_2,ball,2,IE_ORACLE,512,10,1711,7.0134,-0.7845,0,7.324,9.176,-1.852,35.281,1
B021_2,ball,2,LTTB,512,10,1711,7.0134,-1.6143,0,7.324,5.978,1.346,85.569,0
B021_2,ball,2,SDT,512,10,1712,7.0093,0.4454,0,7.324,12.191,-4.867,36.376,1
B021_2,ball,2,SDT_BOUNDED,512,10,1695,7.0796,0.2901,0,7.324,11.853,-4.529,33.52,1
B021_2,ball,2,IE,512,20,1111,10.8011,-2.4469,0,7.324,9.706,-2.382,11.305,1
B021_2,ball,2,VW,512,20,1111,10.8011,-1.8524,0,7.324,5.441,1.883,81.432,0
B021_2,ball,2,DROP,512,20,1111,10.8011,-1.5526,0,7.324,6.841,0.483,98.077,0
B021_2,ball,2,IE_ORACLE,512,20,1111,10.8011,-2.5459,0,7.324,11.247,-3.923,31.6,1
B021_2,ball,2,LTTB,512,20,1111,10.8011,-2.3021,0,7.324,3.521,3.803,89.525,0
B021_2,ball,2,SDT,512,20,1110,10.8108,-0.2002,0,7.324,11.655,-4.331,19.131,1
B021_2,ball,2,SDT_BOUNDED,512,20,1106,10.8499,-0.227,0,7.324,10.0,-2.676,11.194,1
B021_2,ball,2,IE,512,50,751,15.9787,-3.1613,0,7.324,11.824,-4.5,19.215,1
B021_2,ball,2,VW,512,50,751,15.9787,-2.478,0,7.324,4.323,3.001,87.717,0
B021_2,ball,2,DROP,512,50,751,15.9787,-2.4131,0,7.324,5.045,2.279,99.604,0
B021_2,ball,2,IE_ORACLE,512,50,751,15.9787,-3.4039,0,7.324,11.162,-3.838,35.588,1
B021_2,ball,2,LTTB,512,50,751,15.9787,-2.7788,0,7.324,1.46,5.864,93.141,0
B021_2,ball,2,SDT,512,50,752,15.9574,-0.5333,0,7.324,13.699,-6.375,6.404,1
B021_2,ball,2,SDT_BOUNDED,512,50,752,15.9574,-0.5333,0,7.324,13.699,-6.375,6.404,1
B021_3,ball,3,IE,128,5,2527,4.7487,1.2662,0,7.753,8.298,-0.545,1.097,1
B021_3,ball,3,VW,128,5,2527,4.7487,0.7864,0,7.753,7.995,-0.242,25.661,1
B021_3,ball,3,DROP,128,5,2527,4.7487,-0.5176,0,7.753,8.912,-1.159,90.889,1
B021_3,ball,3,IE_ORACLE,128,5,2527,4.7487,1.5006,0,7.753,8.828,-1.075,23.428,1
B021_3,ball,3,LTTB,128,5,2527,4.7487,-0.2978,0,7.753,4.788,2.965,80.341,0
B021_3,ball,3,SDT,128,5,2528,4.7468,1.2304,0,7.753,9.659,-1.906,19.952,1
B021_3,ball,3,SDT_BOUNDED,128,5,2499,4.8019,1.1479,0,7.753,8.852,-1.099,23.292,1
B021_3,ball,3,IE,128,10,1327,9.043,-1.5973,0,7.753,8.535,-0.782,9.943,1
B021_3,ball,3,VW,128,10,1327,9.043,-1.483,0,7.753,4.367,3.386,81.586,0
B021_3,ball,3,DROP,128,10,1327,9.043,-2.1552,0,7.753,6.196,1.557,97.973,1
B021_3,ball,3,IE_ORACLE,128,10,1327,9.043,-1.4794,0,7.753,7.932,-0.179,9.189,1
B021_3,ball,3,LTTB,128,10,1327,9.043,-1.948,0,7.753,9.049,-1.296,80.953,1
B021_3,ball,3,SDT,128,10,1329,9.0293,-0.2982,0,7.753,10.658,-2.905,13.145,1
B021_3,ball,3,SDT_BOUNDED,128,10,1323,9.0703,-0.294,0,7.753,10.73,-2.977,12.479,1
B021_3,ball,3,IE,128,20,727,16.5062,-3.3772,0,7.753,9.958,-2.205,14.992,1
B021_3,ball,3,VW,128,20,727,16.5062,-2.3665,0,7.753,8.89,-1.137,85.44,1
B021_3,ball,3,DROP,128,20,727,16.5062,-1.7314,0,7.753,6.005,1.748,98.302,1
B021_3,ball,3,IE_ORACLE,128,20,727,16.5062,-3.4411,0,7.753,8.147,-0.394,26.239,1
B021_3,ball,3,LTTB,128,20,727,16.5062,-2.7877,0,7.753,7.112,0.641,88.055,1
B021_3,ball,3,SDT,128,20,728,16.4835,-0.9056,0,7.753,6.794,0.959,46.7,1
B021_3,ball,3,SDT_BOUNDED,128,20,715,16.7832,-0.9297,0,7.753,6.895,0.858,50.4,1
B021_3,ball,3,IE,128,50,367,32.6975,-4.7393,0,7.753,8.974,-1.221,45.841,1
B021_3,ball,3,VW,128,50,367,32.6975,-3.1867,0,7.753,-0.426,8.179,95.052,0
B021_3,ball,3,DROP,128,50,367,32.6975,-2.3126,0,7.753,1.855,5.898,99.862,0
B021_3,ball,3,IE_ORACLE,128,50,367,32.6975,-5.0504,0,7.753,8.455,-0.702,36.95,1
B021_3,ball,3,LTTB,128,50,367,32.6975,-3.7255,0,7.753,6.234,1.519,94.101,1
B021_3,ball,3,SDT,128,50,370,32.4324,-1.3503,0,7.753,7.834,-0.081,68.724,1
B021_3,ball,3,SDT_BOUNDED,128,50,368,32.6087,-1.3577,0,7.753,7.831,-0.078,68.731,1
B021_3,ball,3,IE,256,5,2655,4.5198,1.4754,0,7.753,8.969,-1.216,13.878,1
B021_3,ball,3,VW,256,5,2655,4.5198,0.9528,0,7.753,8.728,-0.975,29.669,1
B021_3,ball,3,DROP,256,5,2655,4.5198,-0.5165,0,7.753,6.24,1.513,91.317,1
B021_3,ball,3,IE_ORACLE,256,5,2655,4.5198,1.8554,0,7.753,8.773,-1.02,19.193,1
B021_3,ball,3,LTTB,256,5,2655,4.5198,0.265,0,7.753,7.463,0.29,75.42,1
B021_3,ball,3,SDT,256,5,2655,4.5198,1.3935,0,7.753,10.574,-2.821,33.395,1
B021_3,ball,3,SDT_BOUNDED,256,5,2649,4.53,1.3748,0,7.753,10.463,-2.71,32.94,1
B021_3,ball,3,IE,256,10,1455,8.2474,-1.4646,0,7.753,8.246,-0.493,9.056,1
B021_3,ball,3,VW,256,10,1455,8.2474,-1.2441,0,7.753,4.022,3.731,82.2,0
B021_3,ball,3,DROP,256,10,1455,8.2474,-1.898,0,7.753,2.051,5.702,98.683,0
B021_3,ball,3,IE_ORACLE,256,10,1455,8.2474,-1.2575,0,7.753,8.184,-0.431,3.518,1
B021_3,ball,3,LTTB,256,10,1455,8.2474,-1.8436,0,7.753,5.261,2.492,85.346,0
B021_3,ball,3,SDT,256,10,1458,8.2305,-0.1849,0,7.753,9.078,-1.325,10.512,1
B021_3,ball,3,SDT_BOUNDED,256,10,1455,8.2474,-0.2102,0,7.753,9.34,-1.587,12.042,1
B021_3,ball,3,IE,256,20,855,14.0351,-2.9348,0,7.753,9.56,-1.807,4.029,1
B021_3,ball,3,VW,256,20,855,14.0351,-2.2328,0,7.753,2.731,5.022,89.256,0
B021_3,ball,3,DROP,256,20,855,14.0351,-1.4694,0,7.753,7.032,0.721,98.235,1
B021_3,ball,3,IE_ORACLE,256,20,855,14.0351,-2.8193,0,7.753,8.003,-0.25,26.462,1
B021_3,ball,3,LTTB,256,20,855,14.0351,-2.8015,0,7.753,5.156,2.597,89.687,0
B021_3,ball,3,SDT,256,20,857,14.0023,-0.8481,0,7.753,7.995,-0.242,38.603,1
B021_3,ball,3,SDT_BOUNDED,256,20,856,14.0187,-0.8487,0,7.753,7.995,-0.242,38.599,1
B021_3,ball,3,IE,256,50,495,24.2424,-4.1472,0,7.753,8.68,-0.927,42.513,1
B021_3,ball,3,VW,256,50,495,24.2424,-2.936,0,7.753,4.866,2.887,91.056,0
B021_3,ball,3,DROP,256,50,495,24.2424,-1.839,0,7.753,2.487,5.266,99.801,0
B021_3,ball,3,IE_ORACLE,256,50,495,24.2424,-4.2681,0,7.753,8.675,-0.922,24.559,1
B021_3,ball,3,LTTB,256,50,495,24.2424,-3.3577,0,7.753,3.472,4.281,95.882,0
B021_3,ball,3,SDT,256,50,494,24.2915,-1.1424,0,7.753,7.47,0.283,59.353,1
B021_3,ball,3,SDT_BOUNDED,256,50,494,24.2915,-1.1424,0,7.753,7.47,0.283,59.353,1
B021_3,ball,3,IE,512,5,2911,4.1223,1.9037,0,7.753,8.769,-1.016,17.366,1
B021_3,ball,3,VW,512,5,2911,4.1223,1.3149,0,7.753,9.998,-2.245,17.064,1
B021_3,ball,3,DROP,512,5,2911,4.1223,-0.3397,0,7.753,6.743,1.01,92.351,1
B021_3,ball,3,IE_ORACLE,512,5,2911,4.1223,2.5102,0,7.753,6.715,1.038,5.555,1
B021_3,ball,3,LTTB,512,5,2911,4.1223,0.6639,0,7.753,8.569,-0.816,66.355,1
B021_3,ball,3,SDT,512,5,2912,4.1209,1.807,0,7.753,9.568,-1.815,30.589,1
B021_3,ball,3,SDT_BOUNDED,512,5,2912,4.1209,1.807,0,7.753,9.568,-1.815,30.589,1
B021_3,ball,3,IE,512,10,1711,7.0134,-0.9469,0,7.753,10.285,-2.532,6.264,1
B021_3,ball,3,VW,512,10,1711,7.0134,-0.901,0,7.753,4.819,2.934,69.819,0
B021_3,ball,3,DROP,512,10,1711,7.0134,-1.9126,0,7.753,5.523,2.23,97.569,0
B021_3,ball,3,IE_ORACLE,512,10,1711,7.0134,-0.5801,0,7.753,8.584,-0.831,8.586,1
B021_3,ball,3,LTTB,512,10,1711,7.0134,-1.5439,0,7.753,4.634,3.119,84.868,0
B021_3,ball,3,SDT,512,10,1710,7.0175,0.22,0,7.753,9.953,-2.2,10.922,1
B021_3,ball,3,SDT_BOUNDED,512,10,1710,7.0175,0.22,0,7.753,9.953,-2.2,10.922,1
B021_3,ball,3,IE,512,20,1111,10.8011,-2.4996,0,7.753,6.975,0.778,19.634,1
B021_3,ball,3,VW,512,20,1111,10.8011,-1.8897,0,7.753,1.108,6.645,88.85,0
B021_3,ball,3,DROP,512,20,1111,10.8011,-1.5356,0,7.753,8.48,-0.727,97.593,0
B021_3,ball,3,IE_ORACLE,512,20,1111,10.8011,-2.1134,0,7.753,8.456,-0.703,1.537,1
B021_3,ball,3,LTTB,512,20,1111,10.8011,-2.3045,0,7.753,11.355,-3.602,79.71,0
B021_3,ball,3,SDT,512,20,1111,10.8011,-0.4918,0,7.753,9.143,-1.39,25.253,1
B021_3,ball,3,SDT_BOUNDED,512,20,1111,10.8011,-0.4918,0,7.753,9.143,-1.39,25.253,1
B021_3,ball,3,IE,512,50,751,15.9787,-3.5372,0,7.753,9.658,-1.905,1.009,1
B021_3,ball,3,VW,512,50,751,15.9787,-2.4425,0,7.753,4.067,3.686,90.035,0
B021_3,ball,3,DROP,512,50,751,15.9787,-2.1017,0,7.753,1.274,6.479,99.675,0
B021_3,ball,3,IE_ORACLE,512,50,751,15.9787,-3.2987,0,7.753,7.689,0.064,27.88,1
B021_3,ball,3,LTTB,512,50,751,15.9787,-2.9021,0,7.753,6.018,1.735,91.454,1
B021_3,ball,3,SDT,512,50,750,16.0,-0.8833,0,7.753,6.901,0.852,46.05,1
B021_3,ball,3,SDT_BOUNDED,512,50,750,16.0,-0.8833,0,7.753,6.901,0.852,46.05,1
OR021@6_0,outer_race,0,IE,128,5,2527,4.7487,9.0467,0,26.693,27.498,-0.805,4.1,1
OR021@6_0,outer_race,0,VW,128,5,2527,4.7487,7.6652,0,26.693,26.537,0.156,6.571,1
OR021@6_0,outer_race,0,DROP,128,5,2527,4.7487,-1.3622,0,26.693,19.283,7.41,93.76,1
OR021@6_0,outer_race,0,IE_ORACLE,128,5,2527,4.7487,9.0794,0,26.693,28.121,-1.428,3.332,1
OR021@6_0,outer_race,0,LTTB,128,5,2527,4.7487,-1.0149,0,26.693,23.302,3.391,76.132,1
OR021@6_0,outer_race,0,SDT,128,5,2528,4.7468,9.6802,0,26.693,27.916,-1.223,2.791,1
OR021@6_0,outer_race,0,SDT_BOUNDED,128,5,2476,4.8465,7.901,0,26.693,27.181,-0.488,1.766,1
OR021@6_0,outer_race,0,IE,128,10,1327,9.043,1.9912,0,26.693,26.52,0.173,4.889,1
OR021@6_0,outer_race,0,VW,128,10,1327,9.043,2.7215,0,26.693,22.946,3.747,31.092,1
OR021@6_0,outer_race,0,DROP,128,10,1327,9.043,-2.2636,0,26.693,20.397,6.296,98.497,1
OR021@6_0,outer_race,0,IE_ORACLE,128,10,1327,9.043,2.2978,0,26.693,26.108,0.585,3.982,1
OR021@6_0,outer_race,0,LTTB,128,10,1327,9.043,-2.0322,0,26.693,17.951,8.742,85.792,1
OR021@6_0,outer_race,0,SDT,128,10,1327,9.043,5.3859,0,26.693,24.833,1.86,6.009,1
OR021@6_0,outer_race,0,SDT_BOUNDED,128,10,1292,9.2879,5.0105,0,26.693,24.66,2.033,7.824,1
OR021@6_0,outer_race,0,IE,128,20,727,16.5062,-2.9995,0,26.693,22.589,4.104,26.687,1
OR021@6_0,outer_race,0,VW,128,20,727,16.5062,-0.5018,0,26.693,16.487,10.206,66.279,1
OR021@6_0,outer_race,0,DROP,128,20,727,16.5062,-2.0039,0,26.693,14.65,12.043,99.423,1
OR021@6_0,outer_race,0,IE_ORACLE,128,20,727,16.5062,-1.8901,0,26.693,23.683,3.01,19.226,1
OR021@6_0,outer_race,0,LTTB,128,20,727,16.5062,-3.0032,0,26.693,14.315,12.378,92.459,1
OR021@6_0,outer_race,0,SDT,128,20,728,16.4835,1.5029,0,26.693,22.787,3.906,26.917,1
OR021@6_0,outer_race,0,SDT_BOUNDED,128,20,711,16.8776,0.7608,0,26.693,22.75,3.943,27.753,1
OR021@6_0,outer_race,0,IE,128,50,367,32.6975,-7.5232,0,26.693,22.274,4.419,46.545,1
OR021@6_0,outer_race,0,VW,128,50,367,32.6975,-2.4836,0,26.693,11.028,15.665,88.141,1
OR021@6_0,outer_race,0,DROP,128,50,367,32.6975,-2.3189,0,26.693,3.99,22.703,99.985,0
OR021@6_0,outer_race,0,IE_ORACLE,128,50,367,32.6975,-6.6451,0,26.693,22.657,4.036,40.301,1
OR021@6_0,outer_race,0,LTTB,128,50,367,32.6975,-5.2342,0,26.693,11.656,15.037,96.183,1
OR021@6_0,outer_race,0,SDT,128,50,367,32.6975,-1.5957,0,26.693,19.818,6.875,50.305,1
OR021@6_0,outer_race,0,SDT_BOUNDED,128,50,363,33.0579,-1.6062,0,26.693,19.304,7.389,50.88,1
OR021@6_0,outer_race,0,IE,256,5,2655,4.5198,9.0653,0,26.693,27.68,-0.987,3.821,1
OR021@6_0,outer_race,0,VW,256,5,2655,4.5198,8.0611,0,26.693,26.495,0.198,5.711,1
OR021@6_0,outer_race,0,DROP,256,5,2655,4.5198,-1.2385,0,26.693,20.778,5.915,93.259,1
OR021@6_0,outer_race,0,IE_ORACLE,256,5,2655,4.5198,9.3086,0,26.693,27.524,-0.831,3.707,1
OR021@6_0,outer_race,0,LTTB,256,5,2655,4.5198,-0.7948,0,26.693,25.155,1.538,73.436,1
OR021@6_0,outer_race,0,SDT,256,5,2656,4.5181,10.0639,0,26.693,27.93,-1.237,3.415,1
OR021@6_0,outer_race,0,SDT_BOUNDED,256,5,2606,4.6048,8.9575,0,26.693,27.505,-0.812,2.899,1
OR021@6_0,outer_race,0,IE,256,10,1455,8.2474,2.8438,0,26.693,25.909,0.784,4.531,1
OR021@6_0,outer_race,0,VW,256,10,1455,8.2474,3.0842,0,26.693,22.444,4.249,30.719,1
OR021@6_0,outer_race,0,DROP,256,10,1455,8.2474,-2.2132,0,26.693,18.487,8.206,98.46,1
OR021@6_0,outer_race,0,IE_ORACLE,256,10,1455,8.2474,2.9719,0,26.693,26.224,0.469,2.972,1
OR021@6_0,outer_race,0,LTTB,256,10,1455,8.2474,-2.1195,0,26.693,20.234,6.459,85.018,1
OR021@6_0,outer_race,0,SDT,256,10,1456,8.2418,6.182,0,26.693,25.332,1.361,4.58,1
OR021@6_0,outer_race,0,SDT_BOUNDED,256,10,1432,8.3799,5.599,0,26.693,24.29,2.403,6.842,1
OR021@6_0,outer_race,0,IE,256,20,855,14.0351,-2.1016,0,26.693,23.117,3.576,21.23,1
OR021@6_0,outer_race,0,VW,256,20,855,14.0351,-0.0537,0,26.693,19.874,6.819,58.309,1
OR021@6_0,outer_race,0,DROP,256,20,855,14.0351,-2.1252,0,26.693,14.011,12.682,99.403,1
OR021@6_0,outer_race,0,IE_ORACLE,256,20,855,14.0351,-1.3209,0,26.693,24.994,1.699,13.103,1
OR021@6_0,outer_race,0,LTTB,256,20,855,14.0351,-2.6478,0,26.693,16.33,10.363,93.017,1
