alpha,beta,gamma,window_half,signal,trial,snr_db,mse,deriv_ratio,max_error,drops,snr_saturated
0.6,0.2,0.2,5,spikes,0,10.9728,1.820801e-03,0.7825,1.9004e-01,535,0
0.6,0.2,0.2,5,spikes,1,10.8762,1.861746e-03,0.7800,1.8995e-01,535,0
0.6,0.2,0.2,5,spikes,2,11.0842,1.774685e-03,0.7839,1.8282e-01,534,0
0.6,0.2,0.2,5,ecg,0,33.4516,5.910707e-11,0.8887,3.0909e-05,534,0
0.6,0.2,0.2,5,ecg,1,33.4180,5.956670e-11,0.8907,3.3077e-05,526,0
0.6,0.2,0.2,5,ecg,2,32.9146,6.688606e-11,0.8892,4.5000e-05,536,0
0.6,0.3,0.1,5,sine,0,24.0698,1.953318e-03,0.7088,1.8571e-01,536,0
0.6,0.3,0.1,5,sine,1,23.9032,2.029697e-03,0.7159,1.9373e-01,537,0
0.6,0.3,0.1,5,sine,2,23.6677,2.142818e-03,0.7184,1.9373e-01,535,0
0.6,0.3,0.1,5,chirp,0,23.4623,2.164572e-03,0.7767,2.1830e-01,531,0
0.6,0.3,0.1,5,chirp,1,23.2054,2.296490e-03,0.7680,2.1830e-01,533,0
0.6,0.3,0.1,5,chirp,2,22.8156,2.512133e-03,0.7536,2.1830e-01,539,0
0.6,0.3,0.1,5,spikes,0,10.5367,2.013146e-03,0.7664,1.9361e-01,538,0
0.6,0.3,0.1,5,spikes,1,10.6760,1.949598e-03,0.7668,1.9361e-01,533,0
0.6,0.3,0.1,5,spikes,2,10.8067,1.891810e-03,0.7680,1.9361e-01,533,0
0.6,0.3,0.1,5,ecg,0,33.7109,5.568089e-11,0.8917,2.9375e-05,534,0
0.6,0.3,0.1,5,ecg,1,33.7356,5.536529e-11,0.8912,3.1667e-05,531,0
0.6,0.3,0.1,5,ecg,2,33.6579,5.636476e-11,0.8887,3.3077e-05,529,0
0.7,0.1,0.2,5,sine,0,24.7017,1.688816e-03,0.7315,1.8508e-01,536,0
0.7,0.1,0.2,5,sine,1,24.7163,1.683144e-03,0.7326,1.8508e-01,536,0
0.7,0.1,0.2,5,sine,2,24.4301,1.797811e-03,0.7321,1.7240e-01,536,0
0.7,0.1,0.2,5,chirp,0,23.7299,2.035237e-03,0.7763,1.8266e-01,534,0
0.7,0.1,0.2,5,chirp,1,23.6829,2.057341e-03,0.7727,1.8266e-01,537,0
0.7,0.1,0.2,5,chirp,2,23.6272,2.083894e-03,0.7738,2.4615e-01,532,0
0.7,0.1,0.2,5,spikes,0,10.8236,1.884428e-03,0.7752,1.8995e-01,532,0
0.7,0.1,0.2,5,spikes,1,10.7304,1.925336e-03,0.7824,1.9004e-01,532,0
0.7,0.1,0.2,5,spikes,2,10.7124,1.933311e-03,0.7798,2.0317e-01,535,0
0.7,0.1,0.2,5,ecg,0,32.5423,7.287403e-11,0.8887,4.5667e-05,533,0
0.7,0.1,0.2,5,ecg,1,32.2751,7.749750e-11,0.8862,4.5000e-05,537,0
0.7,0.1,0.2,5,ecg,2,33.2038,6.257835e-11,0.8877,3.2692e-05,536,0
0.7,0.2,0.1,5,sine,0,24.1396,1.922150e-03,0.7328,1.9373e-01,533,0
0.7,0.2,0.1,5,sine,1,24.4164,1.803495e-03,0.7435,1.9373e-01,535,0
0.7,0.2,0.1,5,sine,2,24.4539,1.787957e-03,0.7497,1.9373e-01,526,0
0.7,0.2,0.1,5,chirp,0,23.6334,2.080930e-03,0.7674,2.1830e-01,534,0
0.7,0.2,0.1,5,chirp,1,23.2066,2.295838e-03,0.7649,2.1830e-01,536,0
0.7,0.2,0.1,5,chirp,2,23.4719,2.159794e-03,0.7699,2.1830e-01,533,0
0.7,0.2,0.1,5,spikes,0,10.6388,1.966373e-03,0.7743,1.9004e-01,537,0
0.7,0.2,0.1,5,spikes,1,10.7754,1.905464e-03,0.7798,1.8995e-01,537,0
0.7,0.2,0.1,5,spikes,2,10.8005,1.894487e-03,0.7781,1.8995e-01,537,0
0.7,0.2,0.1,5,ecg,0,32.6666,7.081792e-11,0.8867,4.5000e-05,535,0
0.7,0.2,0.1,5,ecg,1,33.4065,5.972427e-11,0.8862,3.0909e-05,539,0
0.7,0.2,0.1,5,ecg,2,33.6045,5.706268e-11,0.8872,3.3077e-05,535,0
0.8,0.1,0.1,5,sine,0,24.6123,1.723946e-03,0.7358,1.8508e-01,535,0
0.8,0.1,0.1,5,sine,1,24.5610,1.744403e-03,0.7356,1.8508e-01,535,0
0.8,0.1,0.1,5,sine,2,24.3817,1.817945e-03,0.7348,1.7240e-01,534,0
0.8,0.1,0.1,5,chirp,0,23.7948,2.005038e-03,0.7782,2.4615e-01,533,0
0.8,0.1,0.1,5,chirp,1,23.6860,2.055908e-03,0.7762,2.4615e-01,535,0
0.8,0.1,0.1,5,chirp,2,23.4760,2.157736e-03,0.7733,2.4615e-01,536,0
0.8,0.1,0.1,5,spikes,0,10.8826,1.859007e-03,0.7765,1.9004e-01,532,0
0.8,0.1,0.1,5,spikes,1,10.8830,1.858865e-03,0.7821,2.0317e-01,532,0
0.8,0.1,0.1,5,spikes,2,10.9771,1.819007e-03,0.7839,1.8995e-01,527,0
0.8,0.1,0.1,5,ecg,0,32.3993,7.531282e-11,0.8897,4.5000e-05,533,0
0.8,0.1,0.1,5,ecg,1,33.3506,6.049724e-11,0.8912,3.2692e-05,536,0
0.8,0.1,0.1,5,ecg,2,32.4297,7.478761e-11,0.8897,4.5000e-05,533,0
