signal,domain,mode,buffer_size,overload,trial,snr_db,mse,max_wait_ms,deriv_ratio,drops,degenerate,snr_saturated,rpeak_f1,rpeak_precision,rpeak_recall,rpeak_timing_ms,spectral_correlation
ecg_201,ecg,IMP_VW_AREA,512,6,2,39.1786,8.509613e-06,0.0046,0.9797,988,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,RDP_OFFLINE,512,6,2,42.0214,4.422143e-06,0.0000,0.9894,985,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,LTTB_OFFLINE,512,6,2,34.8376,2.312153e-05,0.0000,0.9703,985,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_201,ecg,DROP,512,6,3,26.0088,1.765599e-04,0.0026,0.8424,985,0,0,0.9412,1.0000,0.8889,3.8194,-1.0000
ecg_201,ecg,RANDOM_DROP,512,6,3,16.3108,1.647009e-03,0.0082,0.8271,984,0,0,0.9412,1.0000,0.8889,3.4722,-1.0000
ecg_201,ecg,DROP_MIDDLE,512,6,3,26.4787,1.584520e-04,0.0059,0.8506,983,0,0,0.9412,1.0000,0.8889,3.1250,-1.0000
ecg_201,ecg,DROP_LOW_VARIANCE,512,6,3,30.8120,5.842124e-05,0.0110,0.8391,984,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,ADAPTIVE,512,6,3,29.7300,7.495035e-05,0.2003,0.9006,876,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_201,ecg,LEGACY_IMPORTANCE,512,6,3,31.6119,4.859382e-05,0.0081,0.9009,983,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_FIRST_ORDER,512,6,3,31.6078,4.863991e-05,0.0230,0.9009,980,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_WINDOWED_ENERGY,512,6,3,29.9209,7.172743e-05,0.0431,0.8544,984,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_COMPOSITE,512,6,3,31.4057,5.095694e-05,0.0584,0.8776,982,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_ADAPTIVE,512,6,3,31.1510,5.403500e-05,0.0499,0.8659,985,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_INTERP_ERROR,512,6,3,40.2435,6.659192e-06,0.0101,0.9824,981,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_INTERP_COMPOSITE,512,6,3,39.8539,7.284155e-06,0.0481,0.9821,984,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_VW_AREA,512,6,3,39.2646,8.342887e-06,0.0060,0.9794,983,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,RDP_OFFLINE,512,6,3,42.0957,4.347143e-06,0.0000,0.9894,981,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,LTTB_OFFLINE,512,6,3,34.9143,2.271632e-05,0.0000,0.9724,981,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,DROP,512,6,4,25.1105,2.171326e-04,0.0007,0.8512,979,0,0,0.9412,1.0000,0.8889,3.1250,-1.0000
ecg_201,ecg,RANDOM_DROP,512,6,4,19.9732,7.086763e-04,0.0087,0.8359,990,0,0,0.9412,1.0000,0.8889,3.1250,-1.0000
ecg_201,ecg,DROP_MIDDLE,512,6,4,25.9116,1.805545e-04,0.0205,0.8503,990,0,0,0.9412,1.0000,0.8889,3.4722,-1.0000
ecg_201,ecg,DROP_LOW_VARIANCE,512,6,4,31.0317,5.553999e-05,0.0077,0.8391,984,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,ADAPTIVE,512,6,4,29.5572,7.799167e-05,0.3042,0.8924,879,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_201,ecg,LEGACY_IMPORTANCE,512,6,4,31.6060,4.865944e-05,0.0628,0.9006,983,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_FIRST_ORDER,512,6,4,31.6079,4.863831e-05,0.0130,0.9006,980,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_WINDOWED_ENERGY,512,6,4,29.8947,7.216086e-05,0.0497,0.8568,983,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_COMPOSITE,512,6,4,31.1494,5.405437e-05,0.0557,0.8756,982,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_ADAPTIVE,512,6,4,31.6561,4.810220e-05,0.0384,0.8709,982,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_INTERP_ERROR,512,6,4,40.1150,6.859151e-06,0.0164,0.9818,985,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_INTERP_COMPOSITE,512,6,4,40.2114,6.708531e-06,0.0462,0.9815,981,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,IMP_VW_AREA,512,6,4,39.2427,8.384913e-06,0.0026,0.9794,988,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,RDP_OFFLINE,512,6,4,42.0214,4.422143e-06,0.0000,0.9894,985,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_201,ecg,LTTB_OFFLINE,512,6,4,34.8376,2.312153e-05,0.0000,0.9703,985,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,DROP,64,2,0,36.2451,4.562812e-05,0.0510,0.9390,697,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,RANDOM_DROP,64,2,0,30.9026,1.561279e-04,0.0088,0.9306,687,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,2,0,36.4619,4.340625e-05,0.0076,0.9387,692,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,2,0,41.3469,1.409467e-05,0.0025,0.9301,679,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,2,0,37.0647,3.778125e-05,0.1100,0.9524,505,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,2,0,41.4469,1.377365e-05,0.0080,0.9617,677,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,2,0,41.4699,1.370117e-05,0.0086,0.9622,675,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,2,0,39.9556,1.941720e-05,0.0036,0.9426,677,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,2,0,41.0674,1.503172e-05,0.0026,0.9510,683,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,2,0,41.2261,1.449222e-05,0.0042,0.9547,677,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,2,0,51.4818,1.366354e-06,0.0009,0.9983,691,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,2,0,51.6712,1.308056e-06,0.0085,0.9989,687,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,2,0,50.6331,1.661250e-06,0.0080,0.9966,682,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,2,0,52.9630,9.714931e-07,0.0000,1.0000,691,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,2,0,38.7224,2.579340e-05,0.0000,0.9757,691,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,DROP,64,2,1,36.3838,4.419375e-05,0.0376,0.9359,687,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,RANDOM_DROP,64,2,1,33.3008,8.987951e-05,0.0071,0.9331,698,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,2,1,36.1301,4.685312e-05,0.0078,0.9348,692,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,2,1,41.2891,1.428332e-05,0.0080,0.9270,693,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,2,1,37.5215,3.400937e-05,0.1389,0.9566,486,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,2,1,41.5959,1.330912e-05,0.0079,0.9625,679,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,2,1,41.5982,1.330211e-05,0.0035,0.9608,688,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,2,1,40.3241,1.783765e-05,0.0091,0.9435,673,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,2,1,41.2768,1.432384e-05,0.0026,0.9480,690,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,2,1,41.4065,1.390256e-05,0.0087,0.9510,689,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,2,1,51.3970,1.393299e-06,0.0008,0.9983,692,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,2,1,51.3433,1.410625e-06,0.0040,0.9980,694,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,2,1,50.4991,1.713299e-06,0.0008,0.9964,697,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,2,1,52.9321,9.784375e-07,0.0000,1.0000,692,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,2,1,39.0949,2.367292e-05,0.0000,0.9768,692,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,DROP,64,2,2,35.9578,4.874861e-05,0.0182,0.9342,694,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RANDOM_DROP,64,2,2,30.2155,1.828922e-04,0.0072,0.9267,694,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,2,2,36.2002,4.610278e-05,0.0025,0.9421,696,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,2,2,41.2682,1.435241e-05,0.0026,0.9270,687,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,2,2,37.7953,3.193125e-05,0.1830,0.9513,493,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,2,2,41.3219,1.417600e-05,0.0267,0.9611,679,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,2,2,41.1717,1.467497e-05,0.0045,0.9594,689,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,2,2,40.6068,1.671318e-05,0.0016,0.9449,694,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,2,2,41.3184,1.418754e-05,0.0031,0.9508,690,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,2,2,41.1058,1.489913e-05,0.0347,0.9485,696,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,2,2,51.1734,1.466910e-06,0.0016,0.9983,699,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,2,2,51.4219,1.385347e-06,0.0267,0.9986,698,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,2,2,50.4585,1.729410e-06,0.0018,0.9964,696,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,2,2,52.7866,1.011771e-06,0.0000,1.0000,699,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,2,2,38.8461,2.506875e-05,0.0000,0.9717,699,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,DROP,64,2,3,36.1376,4.677187e-05,0.0006,0.9370,696,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,RANDOM_DROP,64,2,3,30.9112,1.558193e-04,0.0079,0.9356,699,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,2,3,36.3896,4.413507e-05,0.0007,0.9362,705,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,2,3,41.4140,1.387852e-05,0.0376,0.9270,690,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,2,3,37.3662,3.524687e-05,0.2020,0.9605,470,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,2,3,41.3071,1.422446e-05,0.0026,0.9594,691,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,2,3,41.3855,1.396985e-05,0.0263,0.9575,695,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,2,3,40.0042,1.920100e-05,0.0091,0.9404,694,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,2,3,41.3591,1.405515e-05,0.0084,0.9530,674,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,2,3,41.2469,1.442285e-05,0.0090,0.9502,681,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,2,3,51.4803,1.366840e-06,0.0027,0.9986,686,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,2,3,51.7931,1.271840e-06,0.0230,0.9989,681,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,2,3,50.6756,1.645069e-06,0.0086,0.9964,687,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,2,3,53.1211,9.367708e-07,0.0000,1.0000,686,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,2,3,38.4813,2.726528e-05,0.0000,0.9709,686,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,DROP,64,2,4,36.1026,4.715000e-05,0.0111,0.9314,685,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,RANDOM_DROP,64,2,4,31.0380,1.513356e-04,0.0077,0.9323,693,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,2,4,36.4773,4.325312e-05,0.0079,0.9415,683,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,2,4,41.2017,1.457396e-05,0.0022,0.9270,691,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,2,4,37.6089,3.333125e-05,0.1678,0.9544,496,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,2,4,41.2146,1.453070e-05,0.0080,0.9603,691,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,2,4,41.4982,1.361211e-05,0.0087,0.9597,685,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,2,4,40.2466,1.815864e-05,0.0017,0.9412,697,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,2,4,41.0407,1.512408e-05,0.0084,0.9508,692,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,2,4,41.2017,1.457384e-05,0.0126,0.9527,674,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,2,4,51.5625,1.341215e-06,0.0080,0.9983,684,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,2,4,51.6955,1.300764e-06,0.0081,0.9992,679,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,2,4,50.3743,1.763264e-06,0.0205,0.9961,703,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,2,4,53.1860,9.228819e-07,0.0000,1.0000,684,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,2,4,38.9816,2.429896e-05,0.0000,0.9751,684,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,DROP,64,3,0,31.6252,1.321965e-04,0.0004,0.8853,1033,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,RANDOM_DROP,64,3,0,22.9069,9.841293e-04,0.0079,0.8461,1030,0,0,0.9412,1.0000,0.8889,2.7778,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,3,0,31.9375,1.230250e-04,0.0239,0.9024,1033,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,3,0,35.8440,5.004359e-05,0.0024,0.8688,1033,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,3,0,35.5786,5.319687e-05,0.2376,0.9292,837,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,3,0,38.0012,3.045275e-05,0.0028,0.9264,1032,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,3,0,38.0369,3.020359e-05,0.0028,0.9275,1030,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,3,0,35.8279,5.022857e-05,0.0032,0.8973,1027,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,3,0,38.1328,2.954368e-05,0.0027,0.9247,1028,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,3,0,38.3312,2.822461e-05,0.0114,0.9203,1029,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,3,0,45.9291,4.907153e-06,0.0026,0.9841,1037,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,3,0,45.7343,5.132320e-06,0.0038,0.9838,1028,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,3,0,45.2876,5.688378e-06,0.0026,0.9785,1032,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,3,0,46.4820,4.320605e-06,0.0000,0.9868,1037,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,3,0,35.8515,4.995642e-05,0.0000,0.9502,1037,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,DROP,64,3,1,32.3106,1.128979e-04,0.0007,0.9021,1033,0,0,0.9412,1.0000,0.8889,1.7361,-1.0000
ecg_205,ecg,RANDOM_DROP,64,3,1,27.1529,3.702117e-04,0.0077,0.8895,1032,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,3,1,32.2820,1.136441e-04,0.0747,0.9105,1025,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,3,1,35.6325,5.254011e-05,0.0026,0.8696,1035,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,3,1,35.3150,5.652500e-05,0.2718,0.9197,849,0,0,0.9412,1.0000,0.8889,0.3472,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,3,1,37.9344,3.092438e-05,0.0333,0.9270,1032,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,3,1,37.9422,3.086926e-05,0.0029,0.9270,1029,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,3,1,35.8249,5.026355e-05,0.0084,0.8942,1030,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,3,1,37.7803,3.204184e-05,0.0032,0.9239,1021,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,3,1,38.5863,2.661415e-05,0.0029,0.9239,1022,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,3,1,46.0781,4.741726e-06,0.0034,0.9846,1024,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,3,1,45.7944,5.061746e-06,0.0081,0.9843,1028,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,3,1,45.4024,5.539921e-06,0.0222,0.9787,1034,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,3,1,46.6131,4.192133e-06,0.0000,0.9874,1024,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,3,1,36.2656,4.541302e-05,0.0000,0.9594,1024,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,DROP,64,3,2,32.1778,1.164028e-04,0.0009,0.8982,1033,0,0,0.9412,1.0000,0.8889,2.4306,-1.0000
ecg_205,ecg,RANDOM_DROP,64,3,2,23.9374,7.762506e-04,0.0182,0.8640,1022,0,0,0.9412,1.0000,0.8889,2.7778,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,3,2,31.9868,1.216375e-04,0.0023,0.8948,1032,0,0,0.9412,1.0000,0.8889,2.0833,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,3,2,35.7377,5.128332e-05,0.0008,0.8705,1035,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,3,2,35.3825,5.565312e-05,0.2410,0.9275,844,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,3,2,37.8452,3.156607e-05,0.0103,0.9273,1034,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,3,2,37.9940,3.050333e-05,0.0027,0.9287,1021,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,3,2,35.8125,5.040776e-05,0.0110,0.8926,1030,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,3,2,37.5053,3.413647e-05,0.0084,0.9217,1028,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,3,2,38.4410,2.751965e-05,0.0030,0.9211,1026,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,3,2,46.0387,4.784881e-06,0.0021,0.9841,1031,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,3,2,45.7262,5.141860e-06,0.0031,0.9846,1029,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,3,2,45.2070,5.794871e-06,0.0035,0.9776,1028,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,RDP_OFFLINE,64,3,2,46.5375,4.265744e-06,0.0000,0.9868,1031,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,LTTB_OFFLINE,64,3,2,35.5556,5.347865e-05,0.0000,0.9586,1031,0,0,0.9412,1.0000,0.8889,0.3472,-1.0000
ecg_205,ecg,DROP,64,3,3,31.9440,1.228424e-04,0.0017,0.9068,1032,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,RANDOM_DROP,64,3,3,22.4656,1.089402e-03,0.0079,0.8870,1031,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,DROP_MIDDLE,64,3,3,31.9685,1.221502e-04,0.0013,0.8956,1029,0,0,0.9412,1.0000,0.8889,0.6944,-1.0000
ecg_205,ecg,DROP_LOW_VARIANCE,64,3,3,36.1996,4.610847e-05,0.0188,0.8724,1026,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,ADAPTIVE,64,3,3,35.4225,5.514375e-05,0.2762,0.9295,856,0,0,0.9412,1.0000,0.8889,1.0417,-1.0000
ecg_205,ecg,LEGACY_IMPORTANCE,64,3,3,37.9409,3.087863e-05,0.0024,0.9264,1030,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_FIRST_ORDER,64,3,3,38.0176,3.033744e-05,0.0089,0.9264,1032,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_WINDOWED_ENERGY,64,3,3,36.1485,4.665416e-05,0.0390,0.9001,1032,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_COMPOSITE,64,3,3,37.6423,3.307609e-05,0.0307,0.9231,1030,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_ADAPTIVE,64,3,3,38.2654,2.865493e-05,0.0176,0.9191,1029,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_ERROR,64,3,3,46.0067,4.820342e-06,0.0263,0.9835,1029,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_INTERP_COMPOSITE,64,3,3,45.6331,5.253378e-06,0.0197,0.9841,1035,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
ecg_205,ecg,IMP_VW_AREA,64,3,3,45.2422,5.748135e-06,0.0028,0.9779,1028,0,0,0.9412,1.0000,0.8889,1.3889,-1.0000
